movie_id,title,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genre_str,pseudo_plot,tokens,tokens_genre_only,overview,keywords,cast,director,success
278,Bed of Roses (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,Bed of Roses (1996) Drama Romance,"{'bed', 'Drama', 'of', 'Romance', 'roses'}","{'Drama', 'Romance'}","The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",florist family relationships,Christian Slater Mary Stuart Masterson Pamela Adlon,Michael Goldenberg,True
279,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Once Upon a Time... When We Were Colored (1995) Drama,"{'time...', 'once', 'upon', 'when', 'were', 'Drama', 'colored', 'a', 'we'}",{'Drama'},A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,racial segregation family relationships rural area,Al Freeman Jr. Phylicia Rashād Paula Kelly,Tim Reid,True
280,Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,Up Close and Personal (1996) Drama Romance,"{'and', 'Drama', 'up', 'Romance', 'personal', 'close'}","{'Drama', 'Romance'}","Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...","career miami, florida affectation reporter candid intimate absurd admiring adoring amused informative sympathetic vibrant",Robert Redford Michelle Pfeiffer Stockard Channing,Jon Avnet,True
281,"River Wild, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action Thriller,"River Wild, The (1994) Action Thriller","{'Thriller', 'river', 'the', 'Action', 'wild,'}","{'Thriller', 'Action'}","Gail and Tom Hartman are struggling to stay together and decide to take a white-water rafting holiday adventure in Montana for their son Roarke's 10th birthday, only to meet up with a pair of mysterious men whose desperation grows, turning their vacation into a nightmare.","husband wife relationship strong woman marriage crisis boston, massachusetts montana river married couple robber architect matter of life and death dysfunctional family hostage-taking rafting teacher raft family vacation criminal dog park ranger rowing adventurer heist gone wrong gauntlet smoke signal sign languages experience escape attempt whitewater river rafting camping trip father son relationship mother son relationship rapids married parents suspense family in danger heist thriller teacher for the deaf unable to swim gripping",Meryl Streep David Strathairn Kevin Bacon,Curtis Hanson,True
282,"Time to Kill, A (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Time to Kill, A (1996) Drama","{'Drama', 'kill,', 'time', 'a', 'to'}",{'Drama'},"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",sniper rape court jurors ku klux klan mississippi river forgiveness blackmail attempted murder trial murder lawyer capital punishment gang rape racism courtroom racial tension racial issues courtroom drama legal drama legal thriller black community avenging father inspirational attempted hanging deep south racism,Matthew McConaughey Sandra Bullock Samuel L. Jackson,Joel Schumacher,True
283,Emma (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,Emma (1996) Drama Romance,"{'Drama', 'Romance', 'emma'}","{'Drama', 'Romance'}","Emma Woodhouse has a rigid sense of propriety as regards matrimonial alliances. Unfortunately she insists on matchmaking for her less forceful friend, Harriet, and so causes her to come to grief. Through the sharp words of Mr. Knightley, and the example of the opinionated Mrs. Elton, someone not unlike herself, Emma's attitudes begin to soften.",marriage proposal make a match,Kate Beckinsale Mark Strong Samantha Morton,Diarmuid Lawrence,True
284,Tin Cup (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Romance,Tin Cup (1996) Comedy Romance,"{'cup', 'Comedy', 'tin', 'Romance'}","{'Comedy', 'Romance'}",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,love triangle sports golf romantic rivalry woman between two men caddy rivalry psychologist driving range rebellious rivals golf pro golfers sports reporter pga tour washed up golf instructor golf tournament us open,Kevin Costner Rene Russo Don Johnson,Ron Shelton,True
285,Secrets & Lies (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Secrets & Lies (1996) Drama,"{'secrets', '&', 'Drama', 'lies'}",{'Drama'},"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman.","london, england parent child relationship adoption socially deprived family reunion candid loving",Brenda Blethyn Marianne Jean-Baptiste Timothy Spall,Mike Leigh,True
286,"English Patient, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Drama Romance War,"English Patient, The (1996) Drama Romance War","{'Drama', 'patient,', 'Romance', 'the', 'english', 'War'}","{'War', 'Drama', 'Romance'}","In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",egypt secret love amnesia airplane cairo identity intelligence traitor burn world war ii landmine expedition cave sandstorm cave painting prisoner of war map mine clearer hearing desert scientist desert,Ralph Fiennes Juliette Binoche Willem Dafoe,Anthony Minghella,True
287,Marvin's Room (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Marvin's Room (1996) Drama,"{""marvin's"", 'Drama', 'room'}",{'Drama'},A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,florida sibling relationship based on play or musical sister leukemia reunion cancer bone marrow transplant estranged sister,Meryl Streep Diane Keaton Leonardo DiCaprio,Jerry Zaks,True
288,Scream (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Horror Thriller,Scream (1996) Horror Thriller,"{'Horror', 'Thriller', 'scream'}","{'Horror', 'Thriller'}","A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",high school small town riddle killing halloween house party serial killer school slasher whodunit killing spree blunt phone tabloid news reporter self-referential macabre crime spree halloween costume young adult anxious teenager suspenseful intense amused farcical foreboding horrified ominous teen scream,David Arquette Neve Campbell Courteney Cox,Wes Craven,True
289,Evita (1996),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Drama Musical,Evita (1996) Drama Musical,"{'Musical', 'evita', 'Drama'}","{'Musical', 'Drama'}","The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.","prostitute funeral narration buenos aires, argentina politician musical based on play or musical president argentina death deification perónism argentinean president rise to power 1940s 1950s death of political figure",Madonna Antonio Banderas Jonathan Pryce,Alan Parker,True
290,Fierce Creatures (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Fierce Creatures (1997) Comedy,"{'creatures', 'Comedy', 'fierce'}",{'Comedy'},"Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.",greed zoo dark comedy marketing business animals lemur,John Cleese Jamie Lee Curtis Kevin Kline,Robert Young,True
291,Absolute Power (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Mystery Thriller,Absolute Power (1997) Mystery Thriller,"{'absolute', 'Thriller', 'power', 'Mystery'}","{'Thriller', 'Mystery'}","A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.","daughter rape assassination usa president washington dc, usa government corruption the white house politics secret service u.s. secret service agent",Clint Eastwood Gene Hackman Ed Harris,Clint Eastwood,True
292,Rosewood (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Rosewood (1997) Drama,"{'rosewood', 'Drama'}",{'Drama'},"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",small town sheriff racial segregation based on true story race riot racism massacre period drama historical racial slur 1920s rural setting,Ving Rhames Jon Voight Don Cheadle,John Singleton,True
293,Donnie Brasco (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Crime Drama,Donnie Brasco (1997) Crime Drama,"{'Crime', 'brasco', 'Drama', 'donnie'}","{'Crime', 'Drama'}",An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,florida new york city undercover gangster 1970s based on true story mobster mafia dirty cop informant surveillance card playing stealing money marriage counselor drug deal fbi agent,Johnny Depp Al Pacino Michael Madsen,Mike Newell,True
294,Liar Liar (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Liar Liar (1997) Comedy,"{'liar', 'Comedy'}",{'Comedy'},"Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.",california workaholic truth honesty liar lawyer courtroom physical comedy ex-husband ex-wife relationship dramedy lies father son relationship attorney birthday wish young son son's birthday divorce court,Jim Carrey Maura Tierney Justin Cooper,Tom Shadyac,True
295,Breakdown (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action Thriller,Breakdown (1997) Action Thriller,"{'Thriller', 'breakdown', 'Action'}","{'Thriller', 'Action'}","On their cross-country drive, a married couple, Jeff and Amy Taylor, experience car trouble after their SUV breaks down. Stranded in the New Mexico desert, the two catch a break when a passing truck driver offers Amy a ride to a nearby café to call for help. Meanwhile, Jeff is able to fix the car and make his way to the café, but Amy isn't there. He tracks down the trucker -- who tells the police he's never seen Jeff or his wife before. Jeff then begins a desperate, frenzied search for Amy.",california chase ransom kidnapping bank highway barn diner vacation deception donut murder stranded redneck extortion captive desert truck driver,Kurt Russell J. T. Walsh Kathleen Quinlan,Jonathan Mostow,True
296,"Promesse, La (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Promesse, La (1996) Drama","{'promesse,', 'Drama', 'la'}",{'Drama'},"Igor, aged 15, and his father Roger deal in housing and peddling illicit labor in the outlying districts of Liege, Belgium. Scams, lies and swindling rule their lives. When one of his father’s illegal workers gets injured on the job and asks Igor to promise to take care of his wife and baby, Igor finds himself at a crossroad. He wants to keep the promise, but the price would be to betray his father.",parent child relationship moral conflict undocumented immigrant construction site troubled teen exploited immigrants,Jérémie Renier Olivier Gourmet Assita Ouedraogo,Jean-Pierre Dardenne,True
297,Ulee's Gold (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Ulee's Gold (1997) Drama,"{'gold', ""ulee's"", 'Drama'}",{'Drama'},"Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit.",florida parent child relationship stolen money dysfunctional family stabbing bank robbery bee parent-in-law child-in-law relationship orlando florida beekeeper,Peter Fonda Patricia Richardson Christine Dunford,Victor Nuñez,True
298,Face/Off (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Action Sci-Fi Thriller,Face/Off (1997) Action Sci-Fi Thriller,"{'Sci-Fi', 'Thriller', 'face/off', 'Action'}","{'Sci-Fi', 'Thriller', 'Action'}","In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.","prison biological weapon prisoner bomb undercover psychopath fbi mexican standoff face transplant prison escape flashback revenge tragedy organized crime shootout boat chase los angeles, california doctor sibling disguise vendetta surgery criminal gang golden gun archvillain mysterious bullet ballet archenemy thoughtful brother brother relationship maximum security prison fbi agent intimate suspenseful assertive excited scathing",John Travolta Nicolas Cage Joan Allen,John Woo,True
299,Hoodlum (1997),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Crime Drama Film-Noir,Hoodlum (1997) Crime Drama Film-Noir,"{'Crime', 'Drama', 'hoodlum', 'Film-Noir'}","{'Crime', 'Drama', 'Film-Noir'}","In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",gangster mobster 1930s,Laurence Fishburne Tim Roth Vanessa Williams,Bill Duke,True
300,Air Force One (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action Thriller,Air Force One (1997) Action Thriller,"{'Thriller', 'air', 'one', 'force', 'Action'}","{'Thriller', 'Action'}","When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.","vietnam veteran journalist usa president washington dc, usa airplane ultimatum kazakhstan heroism air force one fighter jet airplane hijacking aerial combat first lady gunfight secret service terrorist plot held hostage us military moscow, russia hand to hand combat political prisoner hostages",Harrison Ford Gary Oldman Glenn Close,Wolfgang Petersen,True
301,In & Out (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,In & Out (1997) Comedy,"{'in', '&', 'Comedy', 'out'}",{'Comedy'},A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,coming out homophobia lgbt gay theme,Kevin Kline Joan Cusack Tom Selleck,Frank Oz,True
302,L.A. Confidential (1997),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,Crime Film-Noir Mystery Thriller,L.A. Confidential (1997) Crime Film-Noir Mystery Thriller,"{'Crime', 'l.a.', 'Thriller', 'confidential', 'Film-Noir', 'Mystery'}","{'Crime', 'Thriller', 'Film-Noir', 'Mystery'}",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,corruption based on novel or book call girl shotgun detective femme fatale domestic violence whodunit corpse district attorney movie star good cop bad cop angry aggressive neo-noir zealous 1950s vindictive admiring approving vibrant,Guy Pearce Russell Crowe Kevin Spacey,Curtis Hanson,True
303,Ulee's Gold (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,Ulee's Gold (1997) Drama,"{'gold', ""ulee's"", 'Drama'}",{'Drama'},"Third-generation Florida beekeeper Ulee Jackson may have gotten out of Vietnam alive, but he left a part of himself behind. Now he methodically tends his bees, carefully provides for his two grandchildren and keeps his emotions at bay. But when a long-buried secret threatens Ulee's business and family, he is forced to break through his emotional walls and confront the terror of his wounded spirit.",florida parent child relationship stolen money dysfunctional family stabbing bank robbery bee parent-in-law child-in-law relationship orlando florida beekeeper,Peter Fonda Patricia Richardson Christine Dunford,Victor Nuñez,True
304,Fly Away Home (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure Children's,Fly Away Home (1996) Adventure Children's,"{'fly', ""Children's"", 'home', 'away', 'Adventure'}","{""Children's"", 'Adventure'}","Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",rescue daughter canada inventor loss of loved one tragedy aviation goose earring shampoo hang glider ecology,Jeff Daniels Anna Paquin Dana Delany,Carroll Ballard,True
305,"Ice Storm, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Ice Storm, The (1997) Drama","{'storm,', 'Drama', 'ice', 'the'}",{'Drama'},"In the weekend after thanksgiving 1973 the Hood family is skidding out of control. Then an ice storm hits, the worst in a century.",infidelity based on novel or book 1970s thanksgiving dysfunctional family connecticut family relationships neighbor swinger polyamory sexual awakening party,Kevin Kline Joan Allen Sigourney Weaver,Ang Lee,True
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Drama Romance,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997) Drama Romance","{'mrs.', 'Drama', 'Romance', 'brown'}","{'Drama', 'Romance'}","When Queen Victoria's husband Prince Albert dies, she finds solace in her trusted servant, Mr. John Brown. But their relationship also brings scandal and turmoil to the monarchy.",assassination england scotland widow queen prince victorian england royalty 19th century british monarchy,Judi Dench Billy Connolly Geoffrey Palmer,John Madden,True
307,"Devil's Advocate, The (1997)",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,Crime Horror Mystery Thriller,"Devil's Advocate, The (1997) Crime Horror Mystery Thriller","{'Crime', 'Horror', 'Thriller', 'the', 'advocate,', ""devil's"", 'Mystery'}","{'Crime', 'Horror', 'Thriller', 'Mystery'}","Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.","child abuse southern usa marriage crisis obsession bible seduction hallucination devil's son ambition pact with the devil crooked lawyer satan evil spirit lust courtroom temptation law firm manhattan, new york city seven deadly sins ethics reflective anxious legal thriller cautionary callous enchant",Keanu Reeves Al Pacino Charlize Theron,Taylor Hackford,True
308,FairyTale: A True Story (1997),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Children's Drama Fantasy,FairyTale: A True Story (1997) Children's Drama Fantasy,"{""Children's"", 'Drama', 'Fantasy', 'story', 'true', 'a', 'fairytale:'}","{""Children's"", 'Drama', 'Fantasy'}","In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies. Based on the true story of the Cottingley Fairies.",fairy tale fairy,Florence Hoath Elizabeth Earl Paul McGann,Charles Sturridge,True
309,Deceiver (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Crime,Deceiver (1997) Crime,"{'Crime', 'deceiver'}",{'Crime'},"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland, a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton and Kennesaw take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.",prostitute murder textile company,Tim Roth Michael Rooker Renée Zellweger,Jonas Pate,True
310,"Rainmaker, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Rainmaker, The (1997) Drama","{'rainmaker,', 'Drama', 'the'}",{'Drama'},"When Rudy Baylor, a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company. But to take on corporate America, Rudy and a scrappy paralegal must open their own law firm.",court case jurors proof leukemia lawyer courtroom legal thriller inspirational dramatic,Matt Damon Claire Danes Danny DeVito,Francis Ford Coppola,True
311,"Wings of the Dove, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Drama Romance Thriller,"Wings of the Dove, The (1997) Drama Romance Thriller","{'Thriller', 'Drama', 'of', 'Romance', 'the', 'wings', 'dove,'}","{'Thriller', 'Drama', 'Romance'}","Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.","london, england based on novel or book venice, italy love triangle masked ball gondola forbidden love man between two women unrequited love inheritance british high society dying woman dying young privileged life 1910s classism period piece influential aunt or uncle",Helena Bonham Carter Linus Roache Alison Elliott,Iain Softley,True
312,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Comedy Crime Drama Mystery,Midnight in the Garden of Good and Evil (1997) Comedy Crime Drama Mystery,"{'and', 'of', 'the', 'evil', 'good', 'Comedy', 'Crime', 'in', 'garden', 'Drama', 'midnight', 'Mystery'}","{'Crime', 'Comedy', 'Drama', 'Mystery'}","A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",drag queen voodoo affectation burlesque shocking savannah georgia gay theme joyous suspenseful reminiscent tense romantic adoring amused celebratory compassionate,John Cusack Kevin Spacey Jude Law,Clint Eastwood,True
313,Titanic (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Action Drama Romance,Titanic (1997) Action Drama Romance,"{'Drama', 'titanic', 'Romance', 'Action'}","{'Drama', 'Romance', 'Action'}","101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",epic ship drowning panic shipwreck evacuation iceberg titanic forbidden love ocean liner based on true story rich woman poor man love tragedy tragic love disaster historical fiction class differences love affair historical event lifeboat star crossed lovers sinking ship steerage rich snob disaster movie 1910s sunken ship,Leonardo DiCaprio Kate Winslet Billy Zane,James Cameron,True
314,3 Ninjas: High Noon At Mega Mountain (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action Children's,3 Ninjas: High Noon At Mega Mountain (1998) Action Children's,"{""Children's"", '3', 'Action', 'ninjas:', 'noon', 'at', 'high', 'mega', 'mountain'}","{""Children's"", 'Action'}","Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",martial arts hero sibling relationship hostage rivalry family escapade save the day young heroes eccentric family vigilantism heroic mission buddies daring rescue master villain,Victor Wong Mathew Botuchis Terry Gene Bollea,Sean McNamara,True
315,Apt Pupil (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Drama Thriller,Apt Pupil (1998) Drama Thriller,"{'pupil', 'Thriller', 'apt', 'Drama'}","{'Thriller', 'Drama'}","One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door.",high school based on novel or book secret identity troubled teen nazism 1980s school counselor nazi war criminal gay theme,Brad Renfro Ian McKellen Bruce Davison,Bryan Singer,True
316,As Good As It Gets (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Comedy Drama,As Good As It Gets (1997) Comedy Drama,"{'Drama', 'it', 'as', 'gets', 'good', 'Comedy'}","{'Comedy', 'Drama'}","Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",new york city friendship waitress single parent restaurant lone wolf dogsitter road trip racist neighbor author obsessive compulsive disorder (ocd) single mother home invasion dog novelist art dealer rude obnoxious unlikely friendship hospitalization painter as artist generosity mother son relationship dog owner gay artist unexpected romance daily routine child with illness homophobic,Jack Nicholson Helen Hunt Greg Kinnear,James L. Brooks,True
317,In the Name of the Father (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,In the Name of the Father (1993) Drama,"{'in', 'name', 'Drama', 'father', 'of', 'the'}",{'Drama'},"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.","prison rebellion based on novel or book parent child relationship faith 1970s biography northern ireland trial torture terrorism ira (irish republican army) ireland courtroom prison riot belfast, north ireland terrorist bombing english police father son conflict innocent in jail father son relationship innocent man irish history corrupt police officials petty thief irish corrupt legal system corrupt district attorney empathetic irish resistance irish writer british injustice",Daniel Day-Lewis Pete Postlethwaite Emma Thompson,Jim Sheridan,True
318,Schindler's List (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Drama War,Schindler's List (1993) Drama War,"{'War', 'Drama', 'list', ""schindler's""}","{'War', 'Drama'}",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"factory hero nazi concentration camp ss (nazi schutzstaffel) holocaust (shoah) world war ii ghetto jew persecution kraków, poland defense industry auschwitz-birkenau concentration camp biography based on true story industrialist historical fiction black and white train poland evil philosophical weapons manufacturer loving hopeful nazi train",Liam Neeson Ben Kingsley Ralph Fiennes,Steven Spielberg,True
319,Everyone Says I Love You (1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Comedy Musical Romance,Everyone Says I Love You (1996) Comedy Musical Romance,"{'you', 'Romance', 'says', 'Musical', 'Comedy', 'love', 'everyone', 'i'}","{'Musical', 'Comedy', 'Romance'}",A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,adultery infidelity new york city marriage proposal new love robbery lover tourist restaurant redemption mistaken identity musical grandfather dysfunctional family family relationships senility unfaithfulness divorce christmas,Drew Barrymore Edward Norton Alan Alda,Woody Allen,True
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Documentary,Paradise Lost: The Child Murders at Robin Hood Hills (1996) Documentary,"{'murders', 'hood', 'the', 'robin', 'child', 'Documentary', 'at', 'lost:', 'paradise', 'hills'}",{'Documentary'},A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,right and justice child murder arkansas miscarriage of justice satanic panic west memphis three,Damien Echols Jason Baldwin Jessie Misskelley Jr.,Bruce Sinofsky,True
321,Mother (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,Mother (1996) Comedy,"{'mother', 'Comedy'}",{'Comedy'},"A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.",author sibling rivalry novelist neurotic aspiring writer divorced man return home starting over returning to roots jealous brother mother son relationship dominant mother brother brother relationship writers-block soul searching,Albert Brooks Debbie Reynolds Rob Morrow,Albert Brooks,True
322,Murder at 1600 (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Mystery Thriller,Murder at 1600 (1997) Mystery Thriller,"{'Thriller', 'at', 'murder', '1600', 'Mystery'}","{'Thriller', 'Mystery'}","A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.","usa president washington dc, usa corruption the white house politics detective cover-up domestic violence surveillance secret service murder investigation framed for murder illicit affair u.s. secret service agent",Wesley Snipes Diane Lane Daniel Benzali,Dwight H. Little,True
